Massachussetts,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Massachussetts,MA,125,119.5,123.1,126,134.1,134.2,158.8,187.5,292.6,225.7,236.4,269.1,260.7,263.5
Michigan,MI,139.9,122.4,164.3,176.5,160.3,159.2,194.5,257,359.7,387.8,487.9,476.8,674.2,535.7,,Michigan,MI,998.2,"1,050.50","1,072.00","1,154.70","1,234.80","1,241.40","1,552.00","1,919.60","2,490.70","2,123.30","2,647.00","3,240.00","3,250.40","3,532.50"
Minnesota,MN,541.6,493.2,623.1,764.7,511.4,620.6,684.3,"1,010.10","1,401.30","1,365.50","1,776.10","1,553.90","2,450.60","1,762.50",,Minnesota,MN,"2,263.50","2,286.00","2,620.80","2,840.10","2,762.70","2,845.50","3,560.10","4,590.90","6,475.20","5,340.00","6,607.80","7,156.90","8,424.70","7,978.40"
Mississippi,MS,69.1,69.5,90.1,162.9,142.1,124.6,90.6,180.6,381.5,364,392.7,384.5,716.1,604.6,,Mississippi,MS,756.4,857.2,798.1,"1,148.30","1,185.90","1,119.00","1,131.10","1,477.20","1,911.70","1,531.30","1,776.20","2,173.10","2,526.60","2,337.70"
Missouri,MO,335.8,344.7,350.5,485.2,467.4,373.6,425.7,655.2,975.2,"1,131.30","1,219.40","1,084.90","1,290.20","1,299.70",,Missouri,MO,"1,399.20","1,495.00","1,363.00","1,755.30","1,826.20","1,670.30","1,919.20","2,632.70","3,534.00","3,208.00","3,524.50","3,906.10","3,934.50","4,053.40"
Montana,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Montana,MT,516.6,475.1,515.6,534.3,640.2,651.5,681.8,969.7,"1,214.30",871.5,"1,154.70","1,782.20","1,325.70","1,673.10"
Nebraska,NE,325.6,400.4,356.4,565.3,451,473.7,513.5,721.5,"1,158.90","1,255.80","1,458.90","1,431.40","1,643.30","1,625.20",,Nebraska,NE,"2,229.60","2,414.70","2,436.50","2,780.00","2,346.50","2,468.70","3,016.40","4,135.00","5,426.70","4,847.20","5,568.90","6,927.70","6,604.80","6,620.30"
Nevada,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Nevada,NV,74.5,78,64,66.2,61.8,70.2,86.5,99,124.1,106.1,120.1,158.7,168.9,183.9
New Hampshire,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,New Hampshire,NH,40.8,40.8,39.2,43.2,45.3,45.1,50.7,61.5,85.4,74.8,78.7,83.3,83.8,94.8
New Jersey,NJ,7.2,5.6,4.7,9.7,8.8,5.2,6.4,9.3,13.8,17.5,12.8,18,28.7,21.7,,New Jersey,NJ,294.3,295.5,296.4,311.5,314,339.4,394.7,460.3,486.4,451.6,481.5,548.7,580.3,638.4
New Mexico,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,New Mexico,NM,314,324.1,288,311.8,311.6,351.5,385.7,494.3,559.5,467.8,664.9,783.2,710.3,807.7
New York,NY,8.4,10.2,10,16.6,13.5,14.9,19.1,32.8,56.1,50.8,75.6,66.9,109.8,86,,New York,NY,550.4,561,549.2,534,583.4,630.7,733.3,931,"1,409.80","1,132.70","1,358.50","1,553.50","1,624.20","1,795.00"
North Carolina,NC,84.1,79.4,64.9,135.3,105.6,80.6,93.6,113.6,269.3,291.4,239.5,229.1,491.7,311.5,,North Carolina,NC,"1,491.60","1,628.90","1,363.40","1,496.50","1,795.30","1,759.90","1,917.10","2,138.40","2,948.90","2,695.90","2,846.50","3,462.10","3,817.50","3,717.10"
North Dakota,ND,105.6,122.7,171.9,258.7,175.9,206.2,247,387.5,535.5,549,747.2,623.7,"1,285.70",885.7,,North Dakota,ND,"1,073.40","1,168.30","1,310.70","1,474.90","1,508.70","1,502.00","1,643.00","2,804.10","3,601.60","2,693.50","3,451.50","3,779.00","4,370.30","4,091.10"
Ohio,OH,364.2,358.9,314.3,524.2,444.3,419.7,475.3,733,870.2,"1,108.50","1,255.10","1,293.00","1,697.10","1,409.60",,Ohio,OH,"1,542.50","1,614.90","1,469.30","1,623.10","1,813.10","1,715.90","1,980.30","2,543.90","3,301.50","3,066.50","3,556.00","3,965.40","4,471.50","4,393.50"
Oklahoma,OK,7.8,8.9,13.8,20.8,18.5,15.7,7.9,17.3,42.9,58,67.1,18.7,31.6,65.3,,Oklahoma,OK,814.9,789.6,829,936.9,961.8,"1,013.40",909.7,"1,230.30","1,772.50","1,156.10","1,577.40","1,690.60","1,866.10","1,940.20"
Oregon,OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Oregon,OR,968.8,"1,023.90",948,"1,082.80","1,164.70","1,167.80","1,452.30","1,649.90","1,777.90","1,454.10","1,540.40","1,973.30","1,993.30","2,295.90"
Pennsylvania,PA,30.5,25.2,22.3,49.8,39.6,35,36,69.9,91.9,98.3,124.6,123,199.5,166.2,,Pennsylvania,PA,804.8,848.6,792.6,835.9,948.2,937.3,"1,029.90","1,289.90","1,818.70","1,516.50","1,876.00","2,082.30","2,340.20","2,535.00"
Rhode Island,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Rhode Island,RI,16.4,20.1,20.3,22.3,23.8,24,26.5,28,37.2,33.7,35.6,36.7,37.1,40.3
South Carolina,SC,20.4,16.8,14.7,39.5,29.9,17.3,26.1,32.9,80,67.2,61.2,50.3,102.7,57.7,,South Carolina,SC,341.2,370.9,320,396,439,429,482.7,522,709.1,634.8,727.5,908.7,935.7,913.4
South Dakota,SD,275.5,253.2,251.5,355.2,291.2,263.4,267.5,483.9,697.8,824.9,849.4,838.5,"1,150.50","1,170.70",,South Dakota,SD,"1,183.20","1,181.00","1,148.20","1,326.00","1,336.40","1,349.90","1,386.00","2,180.00","3,361.40","2,762.00","2,921.90","3,704.40","3,671.90","3,757.30"
Tennessee,TN,56.9,67.6,73.7,146.5,100.6,86.9,94.1,73.2,245.7,342.4,240.3,224.5,384,461.2,,Tennessee,TN,486.6,609.4,592.2,811.1,702.9,722,786,933,"1,191.50","1,182.40","1,225.70","1,475.60","1,568.10","1,877.60"
Texas,TX,13,11.5,10.9,16.6,18.8,11.8,6.8,13.3,24.3,22.9,28.6,9.4,23.5,15.3,,Texas,TX,"2,721.20","2,906.60","2,802.30","3,312.70","3,631.60","3,684.40","4,211.40","5,085.00","5,736.50","4,201.40","5,988.80","6,955.90","6,790.70","5,748.20"
Utah,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Utah,UT,178.7,190.8,182.1,198.2,189.9,217.2,247.1,300.6,387,277.9,370.4,494.8,493.4,530.5
Vermont,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vermont,VT,54.3,54.4,53.5,57.4,61.6,65.9,74.4,97.7,174.6,139.7,170.3,200.6,203.8,254.6
Virginia,VA,33.9,31.4,21.8,55.3,41,31.2,35,58.1,86.9,101.2,83.5,121.5,191.9,147.9,,Virginia,VA,470.8,467.2,460.4,543.7,522.7,530.6,572.1,694.4,915.3,803.4,850.5,"1,104.60","1,180.00","1,194.00"
Washington,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Washington,WA,"1,436.50","1,527.90","1,525.70","1,694.90","1,755.40","1,783.20","2,048.10","2,608.90","3,050.10","2,645.50","3,050.30","3,899.60","4,028.40","4,505.90"
West Virginia,WV,1.4,1.2,1.3,2,1.6,1.2,1.5,1.9,3.8,3.8,3.2,4.6,7.9,6.4,,West Virginia,WV,62.6,67.6,58.2,61.6,55.2,63.5,68.9,81.7,110.6,107.3,114.4,136,159.2,165.4
Wisconsin,WI,112.6,107.3,133.2,146.9,113.6,142.2,147.7,203.5,285.7,318.3,440.4,428.3,562.6,373.4,,Wisconsin,WI,952.7,999.3,"1,052.40","1,153.20","1,188.10","1,253.50","1,586.20","1,906.90","2,496.10","1,953.60","2,535.60","3,083.60","3,231.20","3,219.80"
Wyoming,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Wyoming,WY,156.7,168.7,143.4,152,114.6,118.7,140.7,163.7,247.6,228.5,281.7,383.1,376.8,415.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,postal,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,,,,,,,,,,,,,,,
Alabama,AL,0.010570439,0.015210991,0.015527324,0.026455026,0.021932928,0.013766373,0.010301692,0.020073439,0.059797358,0.0870341,0.044647709,0.037351086,0.086607018,0.07900128,,,,,,,,,,,,,,,,,
Alaska,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Arizona,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Arkansas,AR,0.120677966,0.124046772,0.149191176,0.1855588,0.139444502,0.112451861,0.112829933,0.127773383,0.18342795,0.206732741,0.190727925,0.197152154,0.26894466,0.234755494,,,,,,,,,,,,,,,,,
California,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Colorado,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Connecticut,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Delaware,DE,0.128129602,0.094389439,0.08026208,0.169796557,0.127965492,0.066438356,0.087657784,0.091880342,0.108298755,0.160425532,0.138773819,0.130695867,0.180880975,0.13744232,,,,,,,,,,,,,,,,,
Florida,FL,0.000235361,0.000236742,0.000297339,0.000521822,0.000575153,0.000213347,0.000116518,0.000307829,0.001449704,0.002000318,0.001103785,0.00054615,0.001501982,0.001723464,,,,,,,,,,,,,,,,,
Georgia,GA,0.006514321,0.007699415,0.00788835,0.019074599,0.014610523,0.007366035,0.006362422,0.023556611,0.031817052,0.04483519,0.01742603,0.005739483,0.024882717,0.021100175,,,,,,,,,,,,,,,,,
Hawaii,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Idaho,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Illinois,IL,0.288817974,0.278928465,0.280774429,0.34088326,0.283850735,0.254202088,0.2598339,0.248268952,0.294045143,0.329253928,0.352751521,0.292019511,0.370521297,0.38721278,,,,,,,,,,,,,,,,,
Indiana,IN,0.285173979,0.261252643,0.274863874,0.356715494,0.280572846,0.281286579,0.264077996,0.26344103,0.294352384,0.348841467,0.345040887,0.283105393,0.373472005,0.365262321,,,,,,,,,,,,,,,,,
Iowa,IA,0.257983169,0.251834359,0.256197113,0.281593241,0.252573538,0.23926603,0.216894585,0.253739588,0.248510489,0.284780984,0.293681527,0.249434265,0.298523735,0.266148578,,,,,,,,,,,,,,,,,
Kansas,KS,0.049097211,0.077143989,0.058962963,0.08451934,0.114645427,0.095172855,0.090916863,0.095381883,0.138071895,0.214431398,0.176209802,0.123603775,0.159659501,0.165187823,,,,,,,,,,,,,,,,,
Kentucky,KY,0.091725334,0.10068921,0.107739718,0.184095178,0.126786257,0.112200436,0.115828804,0.084138546,0.213290003,0.291170258,0.224153859,0.212501626,0.293222514,0.270743453,,,,,,,,,,,,,,,,,
Louisiana,LA,0.063294973,0.057800824,0.067982456,0.090669225,0.09094147,0.076127934,0.070315206,0.068224141,0.105944554,0.132531887,0.126689189,0.096205557,0.20204447,0.155722326,,,,,,,,,,,,,,,,,
Maine,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Maryland,MD,0.1123295,0.091831558,0.066492451,0.169769643,0.122437193,0.09455081,0.093998356,0.098342541,0.113247173,0.16005291,0.147243108,0.137694105,0.214114258,0.146552791,,,,,,,,,,,,,,,,,
Massachussetts,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Michigan,MI,0.140152274,0.116515945,0.153264925,0.152853555,0.129818594,0.128242307,0.125322165,0.133882059,0.144417232,0.18264023,0.184321874,0.147160494,0.207420625,0.151648974,,,,,,,,,,,,,,,,,
Minnesota,MN,0.239275458,0.215748031,0.237751832,0.269251083,0.18510877,0.218098752,0.192213702,0.220022218,0.216410304,0.25571161,0.268788402,0.217119144,0.290882761,0.220908954,,,,,,,,,,,,,,,,,
Mississippi,MS,0.091353781,0.081077928,0.112893121,0.141861883,0.119824606,0.111349419,0.080099019,0.122258327,0.199560601,0.237706524,0.221089967,0.176936174,0.283424365,0.258630278,,,,,,,,,,,,,,,,,
Missouri,MO,0.239994282,0.230568562,0.257153338,0.276419985,0.255941299,0.223672394,0.221811171,0.248869981,0.275947934,0.352649626,0.345978153,0.277745065,0.327919685,0.320644397,,,,,,,,,,,,,,,,,
Montana,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Nebraska,NE,0.146035163,0.1658177,0.146275395,0.203345324,0.192201151,0.191882367,0.170236043,0.174486094,0.213555199,0.259077406,0.261972741,0.206619802,0.2488039,0.245487365,,,,,,,,,,,,,,,,,
Nevada,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Hampshire,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Jersey,NJ,0.024464832,0.018950931,0.01585695,0.031139647,0.028025478,0.015321155,0.016214847,0.020204215,0.028371711,0.038751107,0.026583593,0.032804811,0.049457177,0.033991228,,,,,,,,,,,,,,,,,
New Mexico,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New York,NY,0.015261628,0.018181818,0.018208303,0.031086142,0.023140213,0.023624544,0.026046638,0.035230934,0.039792878,0.044848592,0.055649614,0.043064049,0.067602512,0.047910864,,,,,,,,,,,,,,,,,
North Carolina,NC,0.056382408,0.048744552,0.047601584,0.090410959,0.058820253,0.045798057,0.048823744,0.053123831,0.091322188,0.108090063,0.084138416,0.06617371,0.128801572,0.083801889,,,,,,,,,,,,,,,,,
North Dakota,ND,0.098378983,0.105024394,0.131151293,0.175401722,0.116590442,0.137283622,0.150334753,0.138190507,0.148683918,0.203824021,0.216485586,0.165043662,0.29419033,0.216494341,,,,,,,,,,,,,,,,,
Ohio,OH,0.236110211,0.222242863,0.213911386,0.322962233,0.245049915,0.244594673,0.240014139,0.288140257,0.263577162,0.361487037,0.352952756,0.32607051,0.379537068,0.320837601,,,,,,,,,,,,,,,,,
Oklahoma,OK,0.009571727,0.01127153,0.016646562,0.022200875,0.019234768,0.015492402,0.008684182,0.014061611,0.024203103,0.050168671,0.042538354,0.011061162,0.016933712,0.033656324,,,,,,,,,,,,,,,,,
Oregon,OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Pennsylvania,PA,0.037897614,0.02969597,0.028135251,0.059576504,0.041763341,0.037341299,0.03495485,0.054190247,0.050530599,0.06482031,0.06641791,0.059069298,0.085249124,0.06556213,,,,,,,,,,,,,,,,,
Rhode Island,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
South Carolina,SC,0.05978898,0.045295228,0.0459375,0.099747475,0.068109339,0.04032634,0.054070851,0.06302682,0.112819066,0.105860113,0.084123711,0.055353802,0.109757401,0.063170571,,,,,,,,,,,,,,,,,
South Dakota,SD,0.232843137,0.214394581,0.219038495,0.267873303,0.217898833,0.195125565,0.193001443,0.221972477,0.207592075,0.298660391,0.290701256,0.226352446,0.313325526,0.311580124,,,,,,,,,,,,,,,,,
Tennessee,TN,0.116933827,0.110928782,0.124451199,0.180618913,0.143121354,0.120360111,0.119720102,0.078456592,0.206210659,0.289580514,0.196051236,0.152141502,0.244882342,0.245632723,,,,,,,,,,,,,,,,,
Texas,TX,0.004777304,0.003956513,0.003889662,0.005011018,0.005176782,0.003202692,0.001614665,0.002615536,0.004236032,0.005450564,0.004775581,0.001351371,0.003460615,0.002661703,,,,,,,,,,,,,,,,,
Utah,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vermont,VT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Virginia,VA,0.072005098,0.067208904,0.04735013,0.101710502,0.078438875,0.058801357,0.061178116,0.083669355,0.094941549,0.12596465,0.098177543,0.109994568,0.162627119,0.123869347,,,,,,,,,,,,,,,,,
Washington,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
West Virginia,WV,0.022364217,0.017751479,0.02233677,0.032467532,0.028985507,0.018897638,0.021770682,0.023255814,0.034358047,0.035414725,0.027972028,0.033823529,0.049623116,0.038694075,,,,,,,,,,,,,,,,,
Wisconsin,WI,0.118190406,0.107375163,0.126567845,0.127384669,0.095614847,0.113442361,0.093115622,0.106717709,0.114458555,0.162929975,0.173686701,0.138896095,0.17411488,0.115969936,,,,,,,,,,,,,,,,,
Wyoming,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
